Dates,HDFCAMC.NS Y,HDFCLIFE.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of HDFCLIFE.NS X,Effective Margin of HDFCAMC.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of HDFCAMC.NS X,Effective Investment of HDFCAMC.NS Y,Multiplier X,Multiplier Y
2022-03-21,2152.85009765625,522.3499755859375,-0.815065540418711,-175.8338680707111,2328.683965726961,,1.0,1211845.0073242188,180288.45806274412,95387.545,84900.91306274413,54.0,3.3333441451231764,40394.964599609375,22.405740796535675,-8610.02197265625,49004.986572265625,626725.0,585120.0073242188,1.0,1.0
2022-03-22,2160.35009765625,529.2999877929688,-0.852554182560674,-183.6897026696979,2344.039800325948,,,,,,,,,,,,,,,,
2022-03-23,2218.949951171875,525.8499755859375,-0.5245411918583879,-113.00612146590538,2331.9560726377804,,,,,,,,,,,,,,,,
2022-03-24,2180.14990234375,522.3499755859375,-0.6523706884076146,-140.58118542752527,2320.7310877712757,,,,,,,,,,,,,,,,
2022-03-25,2147.35009765625,519.5499877929688,-0.7616797157911669,-164.20564774591458,2311.5557454021646,,,,,,,,,,,,,,,,
2022-03-28,2094.699951171875,512.5999755859375,-0.9013820204108828,-194.41851215507177,2289.1184633269468,,,,,,,,,,,,,,,,
2022-03-29,2094.050048828125,523.0,-1.0380812404131852,-224.22045275374103,2318.270501581866,,Individual Breakup,,Lot HDFCAMC.NS Y,Lot  HDFCLIFE.NS X,Total Profit,Total Trade,,,,,,,,,
2022-03-30,2163.300048828125,542.2999877929688,-0.979674736899728,-211.9539745610091,2375.254023389134,,Margin of HDFCLIFE.NS X,Margin of HDFCAMC.NS Y,300,1100,40394.964599609375,1,,,,,,,,,
2022-03-31,2146.050048828125,538.2000122070312,-0.989145500954928,-214.06860621279657,2360.1186550409216,,15.22,14.51,,,,,,,,,,,,,
2022-04-01,2276.5,550.3499755859375,-0.5482979170521581,-118.66762127360016,2395.1676212736,,,,,,,,,,,,,,,,
2022-04-04,2355.0,571.7999877929688,-0.4859252571005085,-105.2372635860529,2460.237263586053,,,,,,,,,,,,,,,,
2022-04-05,2341.449951171875,569.6500244140625,-0.5117486631770839,-110.79586218385748,2452.2458133557325,,,,,,,,,,,,,,,,
2022-04-06,2324.300048828125,555.8499755859375,-0.3825752177102997,-82.64809825703378,2406.948147085159,,,,,,,,,,,,,,,,
2022-04-07,2286.699951171875,559.0,-0.5889381593342126,-126.8773907573186,2413.5773419291936,,,,,,,,,,,,,,,,
2022-04-08,2272.60009765625,564.7999877929688,-0.7243482255350162,-155.3720088349155,2427.972106491165,,,,,,,,,,,,,,,,
2022-04-11,2257.0,567.4000244140625,-0.8231283909379244,-176.02783006687196,2433.027830066872,,,,,,,,,,,,,,,,
2022-04-12,2221.39990234375,562.2999877929688,-0.8989955046619151,-191.40944098564705,2412.809343329397,,,,,,,,,,,,,,,,
2022-04-13,2198.25,564.8499755859375,-1.0331975566404437,-218.70672090236167,2416.9567209023617,,,,,,,,,,,,,,,,
2022-04-18,2183.699951171875,574.2999877929688,-1.2355755718958945,-260.89082440196034,2444.590775573836,,,,,,,,,,,,,,,,
2022-04-19,2109.550048828125,546.7000122070312,-1.1372263435833434,-239.27577667316015,2348.825825501285,,,,,,,,,,,,,,,,
2022-04-20,2096.64990234375,559.2999877929688,-1.3813809457565136,-290.0503310566919,2386.700233400442,,,,,,,,,,,,,,,,
2022-04-21,2092.75,570.9500122070312,-1.5694183888087514,-329.23856528960687,2421.988565289607,,,,,,,,,,,,,,,,
