Dates,AXISBANK.NS Y,RBLBANK.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of RBLBANK.NS X,Effective Margin of AXISBANK.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of AXISBANK.NS X,Effective Investment of AXISBANK.NS Y,Multiplier X,Multiplier Y
2024-01-29,1061.25,255.0500030517578,-0.1408058149551405,-6.986757258128364,1068.2367572581284,,0.0224754605528556,,,,,,,,,,,,,,,
2024-01-30,1054.0999755859375,255.5,-0.3041480728680292,-15.074141222373784,1069.1741168083113,,0.0225126141802201,,,,,,,,,,,,,,,
2024-01-31,1067.75,260.54998779296875,-0.2526945948449718,-12.51171204027537,1080.2617120402754,,0.0237618692570375,,,,,,,,,,,,,,,
2024-02-01,1084.25,266.54998779296875,-0.1861052647464616,-9.20394664960986,1093.45394664961,,0.0230873556179949,,,,,,,,,,,,,,,
2024-02-02,1067.050048828125,264.79998779296875,-0.4528347550298083,-22.390387411153142,1089.440436239278,,0.0261795987268346,,,,,,,,,,,,,,,
2024-02-05,1061.5,265.3999938964844,-0.5874229111597573,-29.03694546390352,1090.5369454639035,,0.0269265505618202,,,,,,,,,,,,,,,
2024-02-06,1050.050048828125,265.04998779296875,-0.7967027877270393,-39.398210120157046,1089.448258948282,,0.0451495392896259,,,,,,,,,,,,,,,
2024-02-07,1069.0999755859375,261.3999938964844,-0.247815329647633,-12.255745020173435,1081.355720606111,,0.0394517358350467,,,,,,,,,,,,,,,
2024-02-08,1035.9000244140625,255.4499969482422,-0.6503615451534391,-32.185140338222936,1068.0851647522854,,0.0427000205329504,,,,,,,,,,,,,,,
2024-02-09,1051.4000244140625,259.8999938964844,-0.5303766174351767,-26.24612475000117,1077.6461491640637,,0.0391628703302402,,,,,,,,,,,,,,,
2024-02-12,1046.699951171875,243.75,0.0886147976760768,4.387432433495178,1042.3125187383798,,0.0364505159967784,,,,,,,,,,,,,,,
2024-02-13,1070.75,250.75,0.2628721413550905,13.008215119198669,1057.741784880801,,0.0366814965079892,,,,,,,,,,,,,,,
2024-02-14,1096.8499755859375,253.75,0.6527730637434128,32.303260312328575,1064.546715273609,,0.0374509150691308,,,,,,,,,,,,,,,
2024-02-15,1072.199951171875,259.04998779296875,-0.0797636515595394,-3.944320944242918,1076.144272116118,,0.0329062098122679,,,,,,,,,,,,,,,
2024-02-16,1068.75,262.3500061035156,-0.2937541456025486,-14.520109012965577,1083.2701090129656,,0.0344169282848886,,,,,,,,,,,,,,,
2024-02-19,1062.949951171875,261.20001220703125,-0.3575598262972097,-17.674425016069563,1080.6243761879446,,0.0332245547440922,,,,,,,,,,,,,,,
2024-02-20,1088.5999755859375,263.20001220703125,0.0722305131689661,3.568594197940911,1085.0313813879966,,0.0308124618151383,,,,,,,,,,,,,,,
2024-02-21,1084.199951171875,258.45001220703125,0.1919384014209146,9.481055499673404,1074.7188956722016,,0.0284371183268952,,,,,,,,,,,,,,,
2024-02-22,1100.9000244140625,266.54998779296875,0.1711055405286533,8.44078675956007,1092.4592376545024,,0.0293016586738459,,,,,,,,,,,,,,,
2024-02-23,1096.800048828125,268.6000061035156,-0.0025869521876082,-0.1275091516959037,1096.927557979821,,0.0247714384178667,,,,,,,,,,,,,,,
2024-02-26,1085.199951171875,272.8500061035156,-0.4229125031233086,-20.813696289685595,1106.0136474615606,,0.0276718153423609,,,,,,,,,,,,,,,
2024-02-27,1079.050048828125,265.45001220703125,-0.2179550368743089,-10.721092740525364,1089.7711415686504,,0.024164473484279,,,,,,,,,,,,,,,
2024-02-28,1074.199951171875,255.8000030517578,0.1107026748928111,5.440497851700911,1068.759453320174,,0.0198778349138003,,,,,,,,,,,,,,,
2024-02-29,1075.0999755859375,260.1499938964844,-0.0629613275697321,-3.0868259467179087,1078.1868015326554,,0.0099539777812845,,,,,,,,,,,,,,,
2024-03-01,1099.25,266.79998779296875,0.1360252807952069,6.6328118842097865,1092.6171881157902,,0.0069065432749655,,,,,,,,,,,,,,,
2024-03-04,1106.75,273.5,-0.0071799736721902,-0.3477649488386305,1107.0977649488386,,0.0057682066426474,,,,,,,,,,,,,,,
2024-03-05,1100.800048828125,255.8500061035156,0.6605477014017539,31.82423409321564,1068.9758147349094,,0.0091956870773284,,,,,,,,,,,,,,,
2024-03-06,1125.0,252.9499969482422,1.2897281677174126,61.93325241622142,1063.0667475837786,,0.0100001027546298,,,,,,,,,,,,,,,
