Dates,TORNTPHARM.NS Y,ABBOTINDIA.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ABBOTINDIA.NS X,Effective Margin of TORNTPHARM.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of TORNTPHARM.NS X,Effective Investment of TORNTPHARM.NS Y,Multiplier X,Multiplier Y
2024-03-13,2663.949951171875,27401.94921875,1.6689032684350729,243.00135014507805,2420.948601026797,,0.1719957695442832,,,,,,,,,,,,,,,
2024-03-14,2690.39990234375,28308.099609375,1.1424702202776926,166.17554837700573,2524.2243539667443,,0.0797154445407793,,,,,,,,,,,,,,,
2024-03-15,2594.449951171875,28404.349609375,0.3995984082906763,58.08769334918543,2536.3622578226896,,0.0549073513078617,,,,,,,,,,,,,,,
2024-03-18,2569.64990234375,28604.150390625,0.0699395292015564,10.154605875393829,2559.495296468356,,0.0599749973279363,,,,,,,,,,,,,,,
2024-03-19,2501.5,28291.5,-0.160430643751852,-23.300081740878795,2524.800081740879,0.0,0.0518684840180543,,,,,,,,,,,,,,,
2024-03-20,2518.949951171875,27688.80078125,0.4117671699865559,59.810920256581085,2459.139030915294,,0.0437983703575197,,,,,,,,,,,,,,,
2024-03-21,2554.39990234375,27673.25,0.6541303656672519,94.89872544369835,2459.501176900052,,0.0411481509069559,,,,,,,,,,,,,,,
2024-03-22,2559.800048828125,27067.099609375,1.1414289159652902,165.61186830895667,2394.1881805191683,,0.0452680985791125,,,,,,,,,,,,,,,
2024-03-26,2570.5,26701.05078125,1.4783181353642303,214.5740075256608,2355.925992474339,,0.0604464045138066,,,,,,,,,,,,,,,
2024-03-27,2572.39990234375,26711.05078125,1.4642880282601076,212.62766242328237,2359.772239920468,,0.0666876171370913,,,,,,,,,,,,,,,
2024-03-28,2600.60009765625,27120.80078125,1.3204797535694468,191.7565762333816,2408.8435214228684,,0.0663522692865361,,,,,,,,,,,,,,,
2024-04-01,2675.35009765625,27521.30078125,1.4995426564499623,217.97399194369245,2457.376105712557,,0.0842333568368731,,,,,,,,,,,,,,,
