Dates,SIEMENS.NS Y,ABB.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ABB.NS X,Effective Margin of SIEMENS.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of SIEMENS.NS X,Effective Investment of SIEMENS.NS Y,Multiplier X,Multiplier Y
2024-01-30,4143.5498046875,4729.75,1.0620540601257886,148.1404126076318,3995.409392079868,,0.0063577432725642,,,,,,,,,,,,,,,
2024-01-31,4140.39990234375,4671.60009765625,1.2935362411353897,180.5872986966706,3959.81260364708,,0.0241970189344326,,,,,,,,,,,,,,,
2024-02-01,4104.64990234375,4546.0498046875,1.5896723009696592,222.58160950930915,3882.068292834441,,0.0119007385535322,,,,,,,,,,,,,,,
2024-02-02,4162.2998046875,4480.4501953125,2.271838681787705,319.83733269444565,3842.4624719930544,1.0,0.020571209698455,,,,,,,,,,,,,,,
2024-02-05,4147.9501953125,4368.2001953125,2.640629728934057,374.5249212021704,3773.4252741103296,,0.0303974994611284,,,,,,,,,,,,,,,
2024-02-06,4216.75,4403.0,2.9315253558387977,419.3329275367969,3797.417072463203,,0.0467006080334723,,,,,,,,,,,,,,,
2024-02-07,4249.2001953125,4575.10009765625,2.370974717706224,340.92132005976555,3908.2788752527354,,0.0266807650790015,,,,,,,,,,,,,,,
2024-02-08,4226.5498046875,4450.39990234375,2.7277143032608286,395.31903815281976,3831.23076653468,,0.0417311453563586,,,,,,,,,,,,,,,
2024-02-09,4275.7998046875,4489.4501953125,2.8575112574167427,417.5644632251224,3858.2353414623776,,0.0517653313827752,,,,,,,,,,,,,,,
2024-02-12,4218.35009765625,4428.39990234375,2.6957406627887788,396.9377507763925,3821.4123468798575,,0.0470863534469874,,,,,,,,,,,,,,,
2024-02-13,4313.2001953125,4464.85009765625,3.134274874979334,466.1408830681276,3847.059312244373,,0.0797854651014532,,,,,,,,,,,,,,,
2024-02-14,4379.39990234375,4558.39990234375,3.129038613555587,469.9354175461458,3909.464484797604,,0.1584803574454014,,,,,,,,,,,,,,,
2024-02-15,4346.75,4468.60009765625,3.241894874910367,491.9919949316859,3854.758005068314,,0.1767601818237676,,,,,,,,,,,,,,,
2024-02-16,4398.64990234375,4524.14990234375,3.2944806094255483,505.267880292824,3893.382022050926,,0.1982811127812505,,,,,,,,,,,,,,,
2024-02-19,4416.60009765625,4488.85009765625,3.4978732423090384,542.8273641539627,3873.7727335022873,,0.2804471339265321,,,,,,,,,,,,,,,
2024-02-20,4435.75,4524.5,3.414642619813728,535.7522751931397,3899.99772480686,,0.1695900842226482,,,,,,,,,,,,,,,
2024-02-21,4440.35009765625,4984.7001953125,1.5272761134858883,239.72561329471773,4200.624484361532,,0.0207506802762739,,,,,,,,,,,,,,,
2024-02-22,4552.5,5425.0,0.4124020825413822,64.58076957986668,4487.919230420133,,0.0116346551323258,,,,,,,,,,,,,,,
2024-02-23,4536.5,5392.0498046875,0.4390977618645563,68.77679075367178,4467.723209246328,,0.0125911968312511,,,,,,,,,,,,,,,
2024-02-26,4565.75,5296.2001953125,1.0110646612469962,158.61708799135158,4407.132912008648,,0.0145218769809929,,,,,,,,,,,,,,,
2024-02-27,4585.2998046875,5450.5,0.4874552133943725,76.42807090805945,4508.871733779441,,0.0122162595890424,,,,,,,,,,,,,,,
2024-02-28,4576.7998046875,5428.60009765625,0.5180915394301615,81.26785972366179,4495.531944963838,,0.0123376013023462,,,,,,,,,,,,,,,
2024-02-29,4679.25,5444.9501953125,1.0883747114971858,170.92494659409476,4508.325053405905,,0.0146251345264482,,,,,,,,,,,,,,,
2024-03-01,4700.75,5489.85009765625,1.0242782701029385,161.00325714302744,4539.746742856973,,0.0140067906593778,,,,,,,,,,,,,,,
2024-03-04,4689.2001953125,5631.5498046875,0.3585792938299837,56.321145087319564,4632.87905022518,,0.0101949244944589,,,,,,,,,,,,,,,
2024-03-05,4730.14990234375,5680.85009765625,0.4120784553925097,64.6923045999647,4665.457597743785,,0.0104980698888394,,,,,,,,,,,,,,,
2024-03-06,4708.5498046875,5700.7001953125,0.1924864181898667,30.2076181708826,4678.342186516617,,0.0105555140543149,,,,,,,,,,,,,,,
2024-03-07,4668.64990234375,5770.75,-0.3459332642559427,-54.26754338945375,4722.917445733204,0.0,0.0108147111999281,,,,,,,,,,,,,,,
2024-03-11,4730.85009765625,5841.35009765625,-0.238352530107901,-37.3793095946312,4768.229407250881,,0.0109775558612741,,,,,,,,,,,,,,,
2024-03-12,4782.4501953125,5718.0,0.594412548071556,93.32426774387204,4689.125927568628,,0.0106185721529305,,,,,,,,,,,,,,,
2024-03-13,4650.10009765625,5597.25,0.2491364243069174,39.14175436443748,4610.9583432918125,,0.0101529054169918,,,,,,,,,,,,,,,
2024-03-14,4751.39990234375,5625.39990234375,0.7663673659136615,120.46628987160511,4630.933612472145,,0.0110495249474996,,,,,,,,,,,,,,,
2024-03-15,4771.2998046875,5616.5498046875,0.9178991723423028,144.42319253874757,4626.876612148752,,0.0117562326697779,,,,,,,,,,,,,,,
2024-03-18,4834.39990234375,5766.75,0.6815816957528837,107.19934459084924,4727.200557752901,,0.0109846416495082,,,,,,,,,,,,,,,
2024-03-19,4639.85009765625,5628.60009765625,0.0196545353944326,3.093601621570997,4636.756496034679,,0.00948990801558,,,,,,,,,,,,,,,
2024-03-20,4709.5498046875,5733.7001953125,0.0233623567613901,3.675441077049072,4705.874363610451,,0.0094976785584245,,,,,,,,,,,,,,,
2024-03-21,4942.35009765625,5864.89990234375,0.941065859454068,148.09158132028006,4794.25851633597,,0.0104786026861882,,,,,,,,,,,,,,,
2024-03-22,4991.5498046875,5967.39990234375,0.811881051683356,127.7851891851442,4863.764615502356,,0.0099227659278339,,,,,,,,,,,,,,,
2024-03-26,5098.64990234375,5929.7998046875,1.6188237173682023,255.54466058236903,4843.105241761381,,0.0143518129901977,,,,,,,,,,,,,,,
2024-03-27,5288.64990234375,6279.35009765625,1.3352705232010258,210.749881096046,5077.900021247704,,0.0119756570303775,,,,,,,,,,,,,,,
2024-03-28,5374.0498046875,6360.85009765625,1.5008175126989516,237.33080710409013,5136.71899758341,,0.0132622301689754,,,,,,,,,,,,,,,
2024-04-01,5462.89990234375,6504.64990234375,1.4254470758044455,225.692257007544,5237.207645336206,,0.0129776980537198,,,,,,,,,,,,,,,
2024-04-02,5576.85009765625,6429.85009765625,2.393976888692088,381.517975909901,5195.332121746349,,0.0254366181345458,,,,,,,,,,,,,,,
2024-04-03,5645.2998046875,6504.0498046875,2.445531322898072,391.96928567171017,5253.33051901579,,0.0265268905322584,,,,,,,,,,,,,,,
2024-04-04,5627.0498046875,6501.7998046875,2.278051842973558,366.98634442911407,5260.063460258386,,0.0249607925961768,,,,,,,,,,,,,,,
2024-04-05,5634.25,6669.85009765625,1.5810314285125735,255.081680946334,5379.168319053666,,0.0134460661573509,,,,,,,,,,,,,,,
2024-04-08,5668.0,6699.75,1.6214344299832106,262.23108028873503,5405.768919711265,,0.0134190031966183,,,,,,,,,,,,,,,
2024-04-09,5605.25,6529.7998046875,1.8935639241789743,307.5998787129447,5297.650121287055,,0.0159818452464216,,,,,,,,,,,,,,,
2024-04-10,5582.7998046875,6641.5498046875,1.2566780291509678,204.2308502800679,5378.568954407432,,0.0099289432823743,,,,,,,,,,,,,,,
2024-04-12,5577.4501953125,6752.9501953125,0.7362912362759808,119.58706856825393,5457.863126744246,,0.0082921996615882,,,,,,,,,,,,,,,
2024-04-15,5440.85009765625,6561.0498046875,0.6825142541516328,111.01964121395577,5329.830456442294,,0.0080608506383629,,,,,,,,,,,,,,,
2024-04-16,5531.85009765625,6644.85009765625,0.8695972368402979,141.46614834101092,5390.383949315239,,0.0084108872309198,,,,,,,,,,,,,,,
2024-04-18,5579.5498046875,6369.5,2.2638633648582407,370.6905126196107,5208.859292067889,,0.0184703290459824,,,,,,,,,,,,,,,
2024-04-19,5589.5,6292.60009765625,2.586138039635052,426.5150975268043,5162.984902473196,,0.0259104449167399,,,,,,,,,,,,,,,
2024-04-22,5768.39990234375,6525.2998046875,2.6357601411486136,437.2153236030581,5331.184578740692,,0.0289258371628574,,,,,,,,,,,,,,,
2024-04-23,5695.7001953125,6307.4501953125,3.024529723176218,506.9590843345595,5188.7411109779405,,0.0483629319685667,,,,,,,,,,,,,,,
2024-04-24,5668.9501953125,6343.85009765625,2.654315636249682,448.0764471701887,5220.873748142311,,0.0348431789223463,,,,,,,,,,,,,,,
2024-04-25,5729.5498046875,6431.7001953125,2.59343792234624,440.67143767860216,5288.878367008898,,0.0347270739663824,,,,,,,,,,,,,,,
2024-04-26,5748.5,6410.4501953125,2.728030030749747,467.1788673450092,5281.321132654991,,0.0422703645985876,,,,,,,,,,,,,,,
2024-04-29,5776.64990234375,6451.89990234375,2.6618299546678834,459.10930375325097,5317.540598590499,,0.041863901849803,,,,,,,,,,,,,,,
2024-04-30,5841.7001953125,6540.75,2.6160301044704366,454.218254796805,5387.481940515695,,0.0423058290782878,,,,,,,,,,,,,,,
2024-05-02,5871.5,6682.5,2.1644169150868517,377.3705836226927,5494.129416377307,,0.0281970767295754,,,,,,,,,,,,,,,
2024-05-03,5928.0498046875,6698.5498046875,2.3674165921561667,415.14196926354816,5512.907835423952,,0.0352167506396965,,,,,,,,,,,,,,,
2024-05-06,6107.64990234375,6940.35009765625,2.3556552800241004,414.94167774403104,5692.708224599719,,0.0362612699195717,,,,,,,,,,,,,,,
2024-05-07,6094.60009765625,6888.4501953125,2.4304619770681035,430.8907787104372,5663.709318945813,,0.0377301763690317,,,,,,,,,,,,,,,
2024-05-08,6305.0,7186.75,2.361165685451644,420.1058675015429,5884.894132498457,,0.033077647930108,,,,,,,,,,,,,,,
2024-05-09,6130.2001953125,6985.10009765625,2.144970328873324,383.4982761195242,5746.701919192976,,0.0351910164931635,,,,,,,,,,,,,,,
2024-05-10,6168.14990234375,7178.35009765625,1.5501471023205182,277.5197258195504,5890.6301765242,,0.0228007996409649,,,,,,,,,,,,,,,
2024-05-13,6620.10009765625,7984.25,0.8186790950531653,145.9637289113998,6474.13636874485,,0.0146359583432616,,,,,,,,,,,,,,,
2024-05-14,6660.4501953125,8080.85009765625,0.6379804174100184,113.75498687406888,6546.695208438431,,0.01354960697057,,,,,,,,,,,,,,,
2024-05-15,7119.2998046875,8084.2998046875,3.075669139205197,553.8833034783656,6565.416501209134,,0.043335605162873,,,,,,,,,,,,,,,
2024-05-16,7043.85009765625,8305.150390625,1.711781160389856,308.8496321022467,6735.000465554003,,0.0100958023261462,,,,,,,,,,,,,,,
2024-05-17,7185.35009765625,8371.349609375,2.152128645244705,390.1097175589857,6795.240380097264,,0.0148643047305142,,,,,,,,,,,,,,,
2024-05-21,7284.25,8549.2998046875,1.9117943172383167,347.59462059343696,6936.655379406563,,0.0122992126446675,,,,,,,,,,,,,,,
