Dates,TORNTPHARM.NS Y,ALKEM.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ALKEM.NS X,Effective Margin of TORNTPHARM.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of TORNTPHARM.NS X,Effective Investment of TORNTPHARM.NS Y,Multiplier X,Multiplier Y
2024-02-15,2577.85009765625,5310.5498046875,0.4605161247442569,63.02479309688943,2514.8253045593606,,0.0762256296603834,,,,,,,,,,,,,,,
2024-02-16,2639.449951171875,5444.60009765625,0.4613480847647812,62.79820617947007,2576.651744992405,,0.0789251235771048,,,,,,,,,,,,,,,
2024-02-19,2615.0,5471.85009765625,0.1883235644497703,25.51686962645272,2589.4831303735477,,0.0423103031226235,,,,,,,,,,,,,,,
2024-02-20,2644.64990234375,5402.85009765625,0.6260663471434562,84.66050939175238,2559.9893929519976,,0.0598103660563021,,,,,,,,,,,,,,,
2024-02-21,2603.0,5415.5,0.2719822456554879,36.68231703981292,2566.317682960187,,0.0564038578471839,,,,,,,,,,,,,,,
2024-02-22,2608.0,5423.2001953125,0.2807381404309195,37.77149475361375,2570.2285052463862,,0.0478994112001203,,,,,,,,,,,,,,,
2024-02-23,2626.949951171875,5421.14990234375,0.4220160258794574,56.59187934224019,2570.358071829635,,0.0313762680230148,,,,,,,,,,,,,,,
2024-02-26,2624.10009765625,5061.85009765625,1.5851670996102236,213.17949162099148,2410.9206060352585,,0.1989939544307319,,,,,,,,,,,,,,,
2024-02-27,2625.949951171875,5044.0498046875,1.636811673197846,220.2435602043888,2405.706390967486,,0.2228278481557766,,,,,,,,,,,,,,,
2024-02-28,2613.10009765625,4990.25,1.7001208251755389,229.0838980171661,2384.016199639084,,0.2354377151773735,,,,,,,,,,,,,,,
2024-02-29,2666.10009765625,5127.35009765625,1.608878268365932,216.74150141732932,2449.3585962389207,,0.2164075611261601,,,,,,,,,,,,,,,
2024-03-01,2668.64990234375,5112.89990234375,1.6554285230770212,222.922213068171,2445.727689275579,,0.2100105455898163,,,,,,,,,,,,,,,
2024-03-04,2690.85009765625,5124.89990234375,1.755443452467948,236.45970000714576,2454.390397649104,,0.2256282480694185,,,,,,,,,,,,,,,
2024-03-05,2661.949951171875,5100.35009765625,1.6034939614370052,216.048205710928,2445.901745460947,,0.2246877513599183,,,,,,,,,,,,,,,
