Dates,BEL.NS Y,HAL.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of HAL.NS X,Effective Margin of BEL.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of BEL.NS X,Effective Investment of BEL.NS Y,Multiplier X,Multiplier Y
2023-12-26,181.9499969482422,2820.64990234375,1.6430374766435287,8.87020723155382,173.07978971668837,,0.055319499182846,,,,,,,,,,,,,,,
2023-12-27,180.1999969482422,2808.199951171875,1.398505733842622,7.567338078879004,172.63265886936318,,0.0509954529369616,,,,,,,,,,,,,,,
2023-12-28,182.6999969482422,2805.800048828125,1.8395699314156648,9.98932773793564,172.71066921030655,,0.048415358099525,,,,,,,,,,,,,,,
2023-12-29,184.1999969482422,2804.0,2.0823734763146504,11.358162476138403,172.84183447210378,1.0,0.0531832524178825,,,,,,,,,,,,,,,
2024-01-01,184.9499969482422,2826.35009765625,1.9781785673339836,10.83017081310274,174.11982613513945,,0.0508086316162643,,,,,,,,,,,,,,,
2024-01-02,182.1499938964844,2791.800048828125,1.7310124324408125,9.509345161128806,172.64064873535557,,0.0450998178861683,,,,,,,,,,,,,,,
2024-01-03,182.3500061035156,2870.0,1.0603284111797793,5.825167305885117,176.5248387976305,,0.0322512790898834,,,,,,,,,,,,,,,
2024-01-04,186.8999938964844,2904.25,1.5534940760387796,8.552378668922984,178.3476152275614,,0.041191334630282,,,,,,,,,,,,,,,
2024-01-05,185.9499969482422,2998.85009765625,0.5391697737552985,2.9660206450920725,182.9839763031501,,0.0306828481825557,,,,,,,,,,,,,,,
2024-01-08,183.6000061035156,2995.60009765625,0.1367766638916067,0.7525892876893181,182.8474168158263,,0.0218749525475412,,,,,,,,,,,,,,,
2024-01-09,184.6499938964844,3010.25,0.1943124007413441,1.069211277813963,183.5807826186704,,0.0228920421651189,,,,,,,,,,,,,,,
2024-01-10,185.6000061035156,3017.300048828125,0.2979052869149485,1.6394967231535986,183.96050938036203,,0.0261521376236658,,,,,,,,,,,,,,,
