Dates,COFORGE.NS Y,PERSISTENT.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of PERSISTENT.NS X,Effective Margin of COFORGE.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of COFORGE.NS X,Effective Investment of COFORGE.NS Y,Multiplier X,Multiplier Y
2024-02-07,6583.5,4325.4501953125,-1.339091018920158,-336.4866399729981,6919.986639972998,,0.0032763582486118,,,,,,,,,,,,,,,
2024-02-08,6608.35009765625,4314.9248046875,-1.1643538768410973,-291.94971336891285,6900.299811025163,,0.0037561998681202,,,,,,,,,,,,,,,
2024-02-09,6500.75,4319.375,-1.582485161242529,-395.9579755139075,6896.707975513908,,0.0060506946674999,,,,,,,,,,,,,,,
2024-02-12,6666.2001953125,4352.375,-1.0647871051028646,-265.6821245859473,6931.882319898447,,0.0045849987563091,,,,,,,,,,,,,,,
2024-02-13,6661.89990234375,4348.75,-1.0433691785451369,-259.8929670873513,6921.792869431101,,0.0042667939350772,,,,,,,,,,,,,,,
2024-02-14,6472.14990234375,4308.52490234375,-1.5717778106956757,-391.6735924612594,6863.823494805009,,0.0049634818449889,,,,,,,,,,,,,,,
2024-02-15,6644.7998046875,4362.625,-1.1296044588331278,-280.93267597081285,6925.732480658313,,0.0090627061464225,,,,,,,,,,,,,,,
2024-02-16,6665.39990234375,4434.77490234375,-1.3836246351518806,-343.36955595244035,7008.76945829619,,0.005105829585232,,,,,,,,,,,,,,,
2024-02-19,6754.89990234375,4368.14990234375,-0.6796836736686109,-168.30626759662755,6923.206169940378,,0.0063322185738772,,,,,,,,,,,,,,,
2024-02-20,6653.4501953125,4350.4501953125,-0.9860780131406376,-243.75839699872176,6897.208592311222,,0.004578427783578,,,,,,,,,,,,,,,
2024-02-21,6546.0,4259.9501953125,-0.9553792390671664,-235.49092643040512,6781.490926430405,,0.0053443138658904,,,,,,,,,,,,,,,
2024-02-22,6617.7001953125,4280.0751953125,-0.7582660765520565,-186.2671863408841,6803.967381653384,,0.0047006979750312,,,,,,,,,,,,,,,
2024-02-23,6606.0,4326.14990234375,-1.0263336196251025,-251.3207827128981,6857.320782712898,,0.0073688433905259,,,,,,,,,,,,,,,
2024-02-26,6593.39990234375,4212.7001953125,-0.4986780840234524,-121.95898623047832,6715.358888574228,,0.0034030301105445,,,,,,,,,,,,,,,
2024-02-27,6561.5498046875,4259.39990234375,-0.8609810880118195,-209.35048482384445,6770.900289511344,,0.0168353116501226,,,,,,,,,,,,,,,
2024-02-28,6464.64990234375,4204.1748046875,-0.9706554467434736,-234.9009367361541,6699.550839079904,,0.0537626577600452,,,,,,,,,,,,,,,
2024-02-29,6554.0498046875,4315.1748046875,-1.1610076209401998,-279.42102441102725,6833.470829098527,,0.0549573550540013,,,,,,,,,,,,,,,
2024-03-01,6504.7001953125,4299.5,-1.2738524245404037,-304.8747388399533,6809.574934152453,,0.0549916976735003,,,,,,,,,,,,,,,
2024-03-04,6442.7001953125,4235.5751953125,-1.1929973455119056,-283.9640128394931,6726.664208151993,,0.0835318560404069,,,,,,,,,,,,,,,
2024-03-05,6316.4501953125,4124.1748046875,-1.137147487011153,-269.1017037570928,6585.551899069593,,0.0628845248034851,,,,,,,,,,,,,,,
2024-03-06,6323.2998046875,4182.5751953125,-1.4056041091955342,-329.9853835373915,6653.285188224892,,0.0707915521123828,,,,,,,,,,,,,,,
2024-03-07,6253.7001953125,4186.0498046875,-1.6978599462137471,-398.32449939326216,6652.024694705762,,0.0803662633106738,,,,,,,,,,,,,,,
2024-03-11,6247.64990234375,4117.27490234375,-1.3419900759355117,-315.4938045264835,6563.1437068702335,,0.0724067291701878,,,,,,,,,,,,,,,
2024-03-12,6263.64990234375,4105.39990234375,-1.1947523760611574,-281.2595316801717,6544.909434023922,,0.0675323937748023,,,,,,,,,,,,,,,
2024-03-13,6173.60009765625,4063.675048828125,-1.340392202576152,-316.1407636464773,6489.740861302727,,0.0792987593454478,,,,,,,,,,,,,,,
2024-03-14,6087.60009765625,4154.2998046875,-2.139279513796596,-506.6734472990365,6594.273544955287,,0.1215137484767336,,,,,,,,,,,,,,,
2024-03-15,6116.39990234375,4216.22509765625,-2.294714787213022,-546.0801244690965,6662.480026812847,,0.1350769912057636,,,,,,,,,,,,,,,
2024-03-18,5697.14990234375,4089.675048828125,-3.3274682046508435,-801.2750876637429,6498.424990007493,,0.2446229292595675,,,,,,,,,,,,,,,
2024-03-19,5557.5498046875,3989.72509765625,-3.3288605674450404,-810.6815099985652,6368.231314686065,,0.2435331951875948,,,,,,,,,,,,,,,
2024-03-20,5529.75,4001.22509765625,-3.422924829318972,-843.2709819157535,6373.0209819157535,,0.276226201072815,,,,,,,,,,,,,,,
2024-03-21,5706.75,4102.4248046875,-3.1339845676026825,-779.082815419596,6485.832815419596,,0.259442242780667,,,,,,,,,,,,,,,
2024-03-22,5540.10009765625,3985.699951171875,-3.1723606716670614,-797.1553740527625,6337.255471709012,,0.2965767910825043,,,,,,,,,,,,,,,
2024-03-26,5547.2998046875,4037.39990234375,-3.317037774969621,-842.7478225555151,6390.047627243015,,0.345463228459136,,,,,,,,,,,,,,,
2024-03-27,5549.25,4049.824951171875,-3.2949401069530206,-846.5146225663075,6395.764622566308,,0.3738389490644924,,,,,,,,,,,,,,,
2024-03-28,5502.4501953125,3984.550048828125,-3.11175015864085,-807.7635294247511,6310.213724737251,,0.3400032100165904,,,,,,,,,,,,,,,
2024-04-01,5484.0498046875,3996.64990234375,-3.172850788717045,-832.0571966347834,6316.107001322283,,0.3890323059959669,,,,,,,,,,,,,,,
2024-04-02,5556.25,3970.25,-2.7308329630534263,-721.7426402624742,6277.992640262474,,0.2881664510405257,,,,,,,,,,,,,,,
2024-04-03,5662.60009765625,3972.89990234375,-2.305403134842823,-612.6340281513894,6275.234125807639,,0.2158964478711561,,,,,,,,,,,,,,,
2024-04-04,5819.4501953125,4029.5,-1.938142173802729,-516.8353316370631,6336.285526949563,,0.1708366898883221,,,,,,,,,,,,,,,
2024-04-05,5782.89990234375,3996.75,-1.905436496372145,-510.0829778353327,6292.982880179083,,0.1764989752383677,,,,,,,,,,,,,,,
2024-04-08,5682.2001953125,3903.800048828125,-1.853026144676294,-498.0383522288603,6180.23854754136,,0.1661108201307211,,,,,,,,,,,,,,,
2024-04-09,5711.64990234375,3956.85009765625,-1.948485642915303,-525.6122725404348,6237.262174884185,,0.1804125177271759,,,,,,,,,,,,,,,
2024-04-10,5702.4501953125,3958.75,-1.965274820637652,-532.2504265096886,6234.700621822189,,0.0483971838316834,,,,,,,,,,,,,,,
2024-04-12,5616.25,3977.949951171875,-2.331574427767573,-634.9168952204855,6251.1668952204855,,0.0682433086154204,,,,,,,,,,,,,,,
2024-04-15,5396.2001953125,3952.75,-2.978723105622931,-818.6726898822326,6214.872885194733,,0.3553977939057967,,,,,,,,,,,,,,,
2024-04-16,5209.89990234375,3858.25,-3.199631384505212,-889.0916607787312,6098.991563122481,,0.4021804263685598,,,,,,,,,,,,,,,
2024-04-18,5206.89990234375,3843.89990234375,-3.0963399486551566,-868.9737586130741,6075.873660956824,,0.3867500238692836,,,,,,,,,,,,,,,
2024-04-19,5118.14990234375,3884.699951171875,-3.506794574483154,-996.5379049865423,6114.687807330292,,0.5100595994864165,,,,,,,,,,,,,,,
2024-04-22,5100.0498046875,3508.5,-2.038570353038309,-582.5981562417719,5682.647960929272,,0.2324113419980312,,,,,,,,,,,,,,,
2024-04-23,5217.14990234375,3529.050048828125,-1.697218165397126,-486.3556460578684,5703.505548401618,,0.201105087127457,,,,,,,,,,,,,,,
2024-04-24,5192.64990234375,3466.39990234375,-1.5230643454547017,-437.4513158613654,5630.101218205115,,0.2159871630499764,,,,,,,,,,,,,,,
2024-04-25,5210.5,3430.35009765625,-1.309875364361349,-376.9153867974692,5587.415386797469,,0.1829852725329444,,,,,,,,,,,,,,,
2024-04-26,5251.0,3397.449951171875,-1.03354704905095,-297.7473821732456,5548.747382173246,,0.0141646829442419,,,,,,,,,,,,,,,
2024-04-29,5184.2001953125,3373.800048828125,-1.1656583817199266,-336.2923745721737,5520.492569884674,,0.0160875439818302,,,,,,,,,,,,,,,
2024-04-30,5103.25,3368.60009765625,-1.4171680650879177,-409.6921088146773,5512.942108814677,,0.1643135926866917,,,,,,,,,,,,,,,
2024-05-02,4985.7001953125,3407.699951171875,-1.9608674438894864,-569.0237133222754,5554.723908634775,,0.2279292801043972,,,,,,,,,,,,,,,
2024-05-03,4482.5498046875,3366.85009765625,-3.477196093244862,-1021.7352357979426,5504.285040485443,,0.6094879800559441,,,,,,,,,,,,,,,
2024-05-06,4413.0498046875,3395.699951171875,-3.7537759386020206,-1119.0580648707946,5532.107869558295,,0.6301188909906993,,,,,,,,,,,,,,,
2024-05-07,4419.14990234375,3361.89990234375,-3.5450128093503483,-1070.4975844334476,5489.647486777198,,0.5721893495277149,,,,,,,,,,,,,,,
2024-05-08,4409.5498046875,3387.800048828125,-3.609934549097888,-1104.6714568072475,5514.221261494748,,0.5996584942844058,,,,,,,,,,,,,,,
2024-05-09,4301.7998046875,3357.550048828125,-3.780195757612847,-1173.925459160594,5475.725263848094,,0.7131007097328124,,,,,,,,,,,,,,,
2024-05-10,4465.2998046875,3367.5,-3.244378263632504,-1017.6097392655593,5482.909543953059,,0.6691741351710783,,,,,,,,,,,,,,,
2024-05-13,4534.85009765625,3396.89990234375,-3.084943647829641,-976.8157251895144,5511.6658228457645,,0.6893940743105986,,,,,,,,,,,,,,,
2024-05-14,4559.35009765625,3424.0,-3.060768023293592,-978.2683411596928,5537.618438815943,,0.7180295181256604,,,,,,,,,,,,,,,
2024-05-15,4614.9501953125,3481.449951171875,-3.043418663887651,-981.864533470869,5596.814728783369,,0.7492524590292416,,,,,,,,,,,,,,,
2024-05-16,4680.9501953125,3528.449951171875,-2.9593596904145665,-963.2073517214984,5644.157547033999,,0.7479718017986038,,,,,,,,,,,,,,,
2024-05-17,4712.60009765625,3540.14990234375,-2.864170322627896,-939.913795225394,5652.513892881644,,0.7455024635661018,,,,,,,,,,,,,,,
2024-05-21,4790.14990234375,3513.89990234375,-2.51161675977034,-829.5884043754531,5619.738306719203,,0.6997082478105792,,,,,,,,,,,,,,,
