Dates,DRREDDY.NS Y,ABBOTINDIA.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ABBOTINDIA.NS X,Effective Margin of DRREDDY.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of DRREDDY.NS X,Effective Investment of DRREDDY.NS Y,Multiplier X,Multiplier Y
2024-01-25,5855.5,25060.75,0.7221750299637164,239.945906153921,5615.554093846079,,0.0826643613678781,,,,,,,,,,,,,,,
2024-01-29,5843.7001953125,25568.05078125,0.3679748198645394,121.97613051285045,5721.72406479965,,0.0740631752135663,,,,,,,,,,,,,,,
2024-01-30,5840.9501953125,25508.650390625,0.3855487451043111,127.62716784493476,5713.323027467565,,0.0494114499510905,,,,,,,,,,,,,,,
2024-01-31,6121.14990234375,25906.94921875,0.9680438770007588,319.7675628192883,5801.382339524462,,0.0505317762173701,,,,,,,,,,,,,,,
2024-02-01,5993.14990234375,25887.0,0.578175502224407,190.59733202650568,5802.552570317244,,0.0453466812610499,,,,,,,,,,,,,,,
2024-02-02,6039.5,28064.30078125,-0.6535915825179774,-213.82312369116065,6253.323123691161,,0.0326653214846483,,,,,,,,,,,,,,,
2024-02-05,6094.4501953125,28069.5,-0.4978076297294688,-162.37230356310283,6256.822498875603,,0.0523649345757304,,,,,,,,,,,,,,,
2024-02-06,6166.60009765625,28319.0,-0.4474977218665514,-145.38277940545595,6311.982877061706,,0.0463651964954628,,,,,,,,,,,,,,,
2024-02-07,6179.75,28727.400390625,-0.6765901181975325,-218.9508514891677,6398.700851489168,,0.0519258104232612,,,,,,,,,,,,,,,
2024-02-08,6160.0498046875,28258.30078125,-0.4497034422654888,-145.1288349033539,6305.178639590854,,0.049022565225844,,,,,,,,,,,,,,,
2024-02-09,6155.85009765625,28083.69921875,-0.3550355909243421,-114.39407698578816,6270.244174642038,,0.0470061977437146,,,,,,,,,,,,,,,
2024-02-12,6333.5,28477.80078125,-0.0719105878945747,-23.094928349712063,6356.594928349712,,0.0504365261817284,,,,,,,,,,,,,,,
2024-02-13,6335.35009765625,28884.900390625,-0.3395618054752758,-108.73407319869692,6444.084170854947,,0.0482814568198294,,,,,,,,,,,,,,,
2024-02-14,6258.35009765625,29367.55078125,-0.89252848521348,-285.1881420302016,6543.538239686452,,0.0446725075919299,,,,,,,,,,,,,,,
2024-02-15,6252.64990234375,29183.94921875,-0.7850601971825711,-250.6801205971169,6503.330022940867,,0.0428958718185024,,,,,,,,,,,,,,,
2024-02-16,6317.14990234375,29538.599609375,-0.8083439522974404,-257.7500004400845,6574.8999027838345,,0.0583385267066273,,,,,,,,,,,,,,,
2024-02-19,6417.14990234375,29526.69921875,-0.4872052811075353,-155.16942237477906,6572.319324718529,,0.0606118474744512,,,,,,,,,,,,,,,
2024-02-20,6376.0,29191.05078125,-0.401218789527784,-127.59899632710676,6503.598996327107,,0.0661172872892164,,,,,,,,,,,,,,,
2024-02-21,6349.14990234375,29131.349609375,-0.4522537071040661,-143.52686216770144,6492.676764511451,,0.0973126668424113,,,,,,,,,,,,,,,
2024-02-22,6363.9501953125,28855.80078125,-0.2263125411598086,-71.7957485097204,6435.74594382222,,0.097865464368077,,,,,,,,,,,,,,,
2024-02-23,6442.14990234375,28707.80078125,0.1111761980575089,35.26141941134938,6406.888482932401,,0.076851868834158,,,,,,,,,,,,,,,
2024-02-26,6440.75,28458.599609375,0.2640717283653441,83.77675680899392,6356.973243191006,,0.1083549929527061,,,,,,,,,,,,,,,
2024-02-27,6449.60009765625,28670.349609375,0.1446456085753804,45.86244782594167,6403.737649830308,,0.1066119293147381,,,,,,,,,,,,,,,
2024-02-28,6428.0498046875,28610.0,0.1147716983179342,36.40006865560008,6391.6497360319,,0.0744311631537421,,,,,,,,,,,,,,,
2024-02-29,6424.25,28434.19921875,0.2190852063721447,69.5104566443515,6354.7395433556485,,0.0781694280461894,,,,,,,,,,,,,,,
2024-03-01,6193.5498046875,28216.650390625,-0.3522554325728861,-111.73671341954925,6305.286518107049,,0.1105368519384397,,,,,,,,,,,,,,,
2024-03-04,6335.10009765625,27606.0,0.4982702097448873,158.2174101567507,6176.882687499499,,0.1151224899681908,,,,,,,,,,,,,,,
2024-03-05,6303.2998046875,27370.44921875,0.5521340669388535,175.3497233189364,6127.950081368564,,0.1177855528568578,,,,,,,,,,,,,,,
2024-03-06,6314.64990234375,27321.5,0.6157570121231736,195.57372430168925,6119.076178042061,,0.1275247247642284,,,,,,,,,,,,,,,
2024-03-07,6324.14990234375,27434.94921875,0.5650554425495952,179.45357370082183,6144.696328642928,,0.1276584463741951,,,,,,,,,,,,,,,
2024-03-11,6387.4501953125,27229.55078125,0.8927493544460517,283.8055139274429,6103.644681385057,,0.1349212460326004,,,,,,,,,,,,,,,
2024-03-12,6302.14990234375,26993.69921875,0.7737244682042701,246.2148821377068,6055.935020206043,,0.1304868619677892,,,,,,,,,,,,,,,
2024-03-13,6303.7998046875,27401.94921875,0.4995065889367981,158.90354785596537,6144.896256831535,,0.1230129096083755,,,,,,,,,,,,,,,
2024-03-14,6294.60009765625,28308.099609375,-0.1346513065946987,-42.77341613485714,6337.373513791107,,0.1075142453848326,,,,,,,,,,,,,,,
2024-03-15,6284.89990234375,28404.349609375,-0.2257711403228468,-71.7147674607786,6356.614669804529,,0.1048163604721266,,,,,,,,,,,,,,,
2024-03-18,6341.0498046875,28604.150390625,-0.1814688389321764,-57.62710216424239,6398.676906851742,,0.0989098515202832,,,,,,,,,,,,,,,
2024-03-19,6134.89990234375,28291.5,-0.612226890534769,-194.6137175204958,6329.513619864246,,0.0488661837725563,,,,,,,,,,,,,,,
2024-03-20,6103.2998046875,27688.80078125,-0.3071671054983271,-97.7234332168373,6201.023237904337,,0.0546221731198666,,,,,,,,,,,,,,,
2024-03-21,6128.2001953125,27673.25,-0.2207685843141573,-70.19076510194282,6198.390960414443,,0.0640682434908495,,,,,,,,,,,,,,,
2024-03-22,6203.2001953125,27067.099609375,0.4102495843331934,130.22407729244424,6072.976118020056,,0.077256148179741,,,,,,,,,,,,,,,
2024-03-26,6134.85009765625,26701.05078125,0.4293265984080138,135.78990316647833,5999.060194489772,,0.0913933676010146,,,,,,,,,,,,,,,
2024-03-27,6044.10009765625,26711.05078125,0.1269630268985027,40.040664345479854,6004.05943331077,,0.0859099053010467,,,,,,,,,,,,,,,
2024-03-28,6157.89990234375,27120.80078125,0.2002114174013636,62.990857836444775,6094.909044507305,,0.0827893143367046,,,,,,,,,,,,,,,
2024-04-01,6250.35009765625,27521.30078125,0.2117250452173371,66.47890701232609,6183.871190643924,,0.0804047498169401,,,,,,,,,,,,,,,
2024-04-02,6237.5498046875,27282.900390625,0.3297837375660125,103.53738808873914,6134.012416598761,,0.086386903577005,,,,,,,,,,,,,,,
2024-04-03,6124.39990234375,26714.44921875,0.3569699103726719,112.0914917834798,6012.30841056027,,0.0915510572463905,,,,,,,,,,,,,,,
2024-04-04,6142.5,26606.400390625,0.4831474696519987,151.6330428139836,5990.866957186016,,0.0784178967940588,,,,,,,,,,,,,,,
2024-04-05,6179.2998046875,26636.900390625,0.5723333005444695,179.518925490931,5999.780879196569,,0.0849480233123222,,,,,,,,,,,,,,,
2024-04-08,6174.5498046875,26400.400390625,0.7146352306403823,224.2093206884647,5950.340483999035,,0.0801018099211552,,,,,,,,,,,,,,,
2024-04-09,6167.89990234375,26420.5,0.6732629804426021,211.26346360919524,5956.636438734555,,0.0853424718248528,,,,,,,,,,,,,,,
2024-04-10,6157.89990234375,27021.80078125,0.216680754404712,67.87637284099674,6090.023529502753,,0.0678909056377719,,,,,,,,,,,,,,,
2024-04-12,6083.85009765625,26444.650390625,0.3806410253831986,119.25857557635844,5964.591522079892,,0.0690028999994066,,,,,,,,,,,,,,,
2024-04-15,6010.85009765625,26219.75,0.3016975393742825,94.4669027939517,5916.383194862298,,0.0542784485533653,,,,,,,,,,,,,,,
2024-04-16,6050.35009765625,26144.75,0.4760665106231196,149.026154362341,5901.323943293909,,0.075810903248365,,,,,,,,,,,,,,,
2024-04-18,5957.14990234375,26065.19921875,0.2306107226832406,72.11982069700935,5885.030081646741,,0.0835304359507507,,,,,,,,,,,,,,,
2024-04-19,5942.85009765625,26128.0,0.1364656255912363,42.62387193966788,5900.226225716582,,0.0985740746495384,,,,,,,,,,,,,,,
2024-04-22,6016.10009765625,26316.0,0.2316589663009888,72.19312240036743,5943.906975255883,,0.1099433751255719,,,,,,,,,,,,,,,
2024-04-23,5952.10009765625,25725.099609375,0.443354154658753,138.09586237395524,5814.004235282295,,0.1078221533770422,,,,,,,,,,,,,,,
2024-04-24,5950.7998046875,25452.55078125,0.6297892350201201,196.2171010097063,5754.582703677794,,0.0808405349159228,,,,,,,,,,,,,,,
2024-04-25,6218.75,25674.44921875,1.3209732699106629,412.1634636345216,5806.586536365478,,0.0907916259802328,,,,,,,,,,,,,,,
