Dates,COFORGE.NS Y,TECHM.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of TECHM.NS X,Effective Margin of COFORGE.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of COFORGE.NS X,Effective Investment of COFORGE.NS Y,Multiplier X,Multiplier Y
2023-05-18,4206.14990234375,1048.699951171875,1.0260019688694464,353.19303346843753,3852.956868875313,,0.0437620807077691,1.0,10090.10009765625,100.9010009765625,49.432001953125,51.4689990234375,182.0,-0.6357707230144415,-64.14990234375,-63.57707230144414,-111.0,46.85009765625,4943.2001953125,5146.89990234375,4.0,1.0
2023-05-19,4278.14990234375,1072.1500244140625,1.0514452716874805,361.9304424179272,3916.219459925823,,0.0430937168382602,,,,,44.825498046875,,,,,,,5001.7998046875,4482.5498046875,4.0,1.0
2023-05-22,4370.9501953125,1104.449951171875,1.07189182862636,369.03266596625417,4001.917529346246,,0.044803274746525,,,,,,,,,,,,,,,
2023-05-23,4304.5,1090.5,0.9780572841884004,336.8233138492278,3967.676686150772,,0.0429191681654291,,,,,,,,,,,,,,,
2023-05-24,4255.39990234375,1098.75,0.7691452655356398,264.85805732384506,3990.541845019905,,0.0404153246350899,,,,,,,,,,,,,,,
2023-05-25,4297.25,1098.0999755859375,0.8906526376022654,306.7665973259682,3990.483402674032,,0.0438610518783178,,,,,,,,,,,,,,,
2023-05-26,4459.9501953125,1114.75,1.2321261241209784,424.814192395248,4035.136002917252,,0.0558006754056177,,,,,,,,,,,,,,,
2023-05-29,4420.14990234375,1114.050048828125,1.1162318342572302,385.167742245605,4034.982160098145,,0.0547567111392988,Individual Breakup,,Lot COFORGE.NS Y,Lot  TECHM.NS X,Total Profit,Total Trade,,,,,,,,,
2023-05-30,4400.14990234375,1098.4000244140625,1.1684113120259558,403.54986715905216,3996.600035184698,,0.0549028658445467,Margin of TECHM.NS X,Margin of COFORGE.NS Y,1,-12.7998046875,-50.35009765625,1,,,,,,,,,
2023-05-31,4555.10009765625,1115.550048828125,1.4818295355384028,512.9043596835381,4042.195737972712,,0.0684266163197789,1,1,,,,,,,,,,,,,
2023-06-01,4562.14990234375,1120.800048828125,1.455907557141056,504.9874908842867,4057.1624114594633,,0.0694071199790435,,,,,,,,,,,,,,,
2023-06-02,4590.7998046875,1123.0999755859375,1.5134873533669049,526.1226605637639,4064.677144123736,,0.0720783823475083,,,,,,,,,,,,,,,
2023-06-05,4592.4501953125,1109.3499755859375,1.610239197915274,561.176247154197,4031.273948158303,,0.0790576597274789,,,,,,,,,,,,,,,
