Dates,LUPIN.NS Y,GLENMARK.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of GLENMARK.NS X,Effective Margin of LUPIN.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of LUPIN.NS X,Effective Investment of LUPIN.NS Y,Multiplier X,Multiplier Y
2023-01-18,767.1500244140625,419.1499938964844,0.3505547268739139,24.62180668511178,742.5282177289507,,,,,,,,,,,,,,,,
2023-01-19,759.5999755859375,421.2999877929688,0.1813477008911433,12.675832833043842,746.9241427528937,,,,,,,,,,,,,,,,
2023-01-20,755.0499877929688,417.8999938964844,0.2241503615899605,15.584572432577032,739.4654153603917,,,,,,,,,,,,,,,,
2023-01-23,765.5499877929688,418.7000122070313,0.3561011548412681,24.6027013775863,740.9472864153825,,,,,,,,,,,,,,,,
2023-01-24,752.0499877929688,413.1000061035156,0.3392423396987332,23.26523404614943,728.7847537468193,,,,,,,,,,,,,,,,
2023-01-25,747.2000122070312,398.8500061035156,0.7178909720174768,48.86434496103129,698.335667246,,,,,,,,,,,,,,,,
2023-01-27,742.0999755859375,381.25,1.198487066495956,81.09638317805775,661.0035924078798,,,,,,,,,,,,,,,,
2023-01-30,734.7000122070312,371.1499938964844,1.4081829972124178,94.94079317649732,639.7592190305339,,,,,,,,,,,,,,,,
2023-01-31,737.2999877929688,384.0,1.0429997082437816,70.20634106821058,667.0936467247582,,,,,,,,,,,,,,,,
2023-02-01,737.4000244140625,382.7000122070313,1.0878850031732583,72.95948203996261,664.4405423740999,,,,,,,,,,,,,,,,
2023-02-02,742.0,389.1000061035156,0.9551129650540277,63.90821284495041,678.0917871550496,,,,,,,,,,,,,,,,
2023-02-03,739.4000244140625,385.7999877929688,1.0216300408003869,68.14059866148,671.2594257525825,,,,,,,,,,,,,,,,
2023-02-06,745.1500244140625,399.0499877929688,0.6923738549375814,45.97898590610816,699.1710385079543,,,,,,,,,,,,,,,,
2023-02-07,751.3499755859375,392.4500122070313,0.9985654325704004,66.00604572928398,685.3439298566535,,,,,,,,,,,,,,,,
2023-02-08,775.2999877929688,396.75,1.226107672856152,80.79035962291971,694.509628170049,,,,,,,,,,,,,,,,
2023-02-09,774.3499755859375,394.2999877929688,1.2910447042741775,84.81007473831926,689.5399008476182,,,,,,,,,,,,,,,,
2023-02-10,737.1500244140625,400.3999938964844,0.5328341381466213,34.86625212863805,702.2837722854244,,,,,,,,,,,,,,,,
2023-02-13,675.1500244140625,422.6000061035156,-1.1216779477364855,-73.21415665334189,748.3641810674044,,,,,,,,,,,,,,,,
2023-02-14,663.0,429.6499938964844,-1.5317892515041651,-99.56141565578992,762.5614156557899,,,,,,,,,,,,,,,,
2023-02-15,669.0999755859375,429.6499938964844,-1.437816465785862,-92.91932991928344,762.0193055052209,,,,,,,,,,,,,,,,
2023-02-16,681.75,435.1499938964844,-1.418733438819662,-91.26555737530396,773.015557375304,,,,,,,,,,,,,,,,
2023-02-17,670.2000122070312,435.9500122070313,-1.6210720536319263,-103.9548448318485,774.1548570388798,,,,,,,,,,,,,,,,
2023-02-20,667.0999755859375,432.6000061035156,-1.5563479171543688,-99.48659709598292,766.5865726819204,,,,,,,,,,,,,,,,
2023-02-21,670.4500122070312,435.6000061035156,-1.5983547315607185,-101.85288377818506,772.3028959852163,,,,,,,,,,,,,,,,
2023-02-22,664.0,442.8999938964844,-1.93675984832486,-122.96629926354206,786.966299263542,,,,,,,,,,,,,,,,
2023-02-23,658.3499755859375,448.2000122070313,-2.196232637091236,-139.069418542123,797.4193941280605,,,,,,,,,,,,,,,,
2023-02-24,659.3499755859375,438.5499877929688,-1.858195017834097,-117.1443240547312,776.4942996406687,,,,,,,,,,,,,,,,
2023-02-27,654.5999755859375,432.4500122070313,-1.729218930164199,-108.39339119849444,762.9933667844319,,,,,,,,,,,,,,,,
2023-02-28,659.25,428.75,-1.530511667580836,-95.30620400087582,754.5562040008758,,,,,,,,,,,,,,,,
2023-03-01,661.4000244140625,429.1000061035156,-1.5098248589723506,-93.2428980360379,754.6429224501004,,,,,,,,,,,,,,,,
2023-03-02,659.75,419.0499877929688,-1.19501236764208,-73.09682952501566,732.8468295250157,,,,,,,,,,,,,,,,
2023-03-03,662.8499755859375,416.4500122070313,-1.0551836492176403,-63.909427944299296,726.7594035302368,,,,,,,,,,,,,,,,
2023-03-06,662.4500122070312,421.1499938964844,-1.2264110855941524,-73.5928553643788,736.04286757141,,,,,,,,,,,,,,,,
2023-03-08,664.25,425.8999938964844,-1.3636605282084282,-81.28011866645647,745.5301186664565,,,,,,,,,,,,,,,,
2023-03-09,658.0499877929688,425.0499877929688,-1.4382399745929495,-85.08033897242694,743.1303267653957,,,,,,,,,,,,,,,,
2023-03-10,656.0999755859375,428.6499938964844,-1.6014890230564571,-94.04787673096394,750.1478523169014,,,,,,,,,,,,,,,,
2023-03-13,654.2999877929688,425.8500061035156,-1.5341053749944211,-89.3061810730311,743.6061688659998,,,,,,,,,,,,,,,,
2023-03-14,656.2000122070312,415.7999877929688,-1.1402545778671511,-65.50432336508334,721.7043355721146,,,,,,,,,,,,,,,,
2023-03-15,658.2999877929688,428.1499938964844,-1.5633030125969527,-88.9044946634283,747.204482456397,,,,,,,,,,,,,,,,
2023-03-16,666.2000122070312,432.5499877929688,-1.5937859294015064,-89.63349617234667,755.8335083793779,,,,,,,,,,,,,,,,
