Dates,ABBOTINDIA.NS Y,ZYDUSLIFE.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ZYDUSLIFE.NS X,Effective Margin of ABBOTINDIA.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ABBOTINDIA.NS X,Effective Investment of ABBOTINDIA.NS Y,Multiplier X,Multiplier Y
2024-01-12,25748.900390625,703.9500122070312,0.7506111196927138,854.7289949776241,24894.171395647376,,0.0226982850787216,,,,,,,,,,,,,,,
2024-01-15,26210.44921875,703.9500122070312,1.146600263884155,1301.987425146133,24908.461793603867,,0.0228667243380294,,,,,,,,,,,,,,,
2024-01-16,25806.5,706.8499755859375,0.7370065680975322,833.1291772559343,24973.370822744066,,0.025098106925614,,,,,,,,,,,,,,,
2024-01-17,25730.69921875,709.7000122070312,0.6183422050382034,695.4120446307788,25035.28717411922,,0.0142598969594319,,,,,,,,,,,,,,,
2024-01-18,25737.5,708.9000244140625,0.6345127338602786,710.8933790330411,25026.60662096696,,0.0219083341814819,,,,,,,,,,,,,,,
2024-01-19,25867.0,720.5499877929688,0.5502840388439175,612.8081543358021,25254.1918456642,,0.0140510573834003,,,,,,,,,,,,,,,
2024-01-23,25481.400390625,729.1500244140625,0.0582573999198298,64.57706586452696,25416.823324760477,,0.0075030443719982,,,,,,,,,,,,,,,
2024-01-24,25598.599609375,752.4000244140625,-0.230815836358113,-254.21405864142437,25852.813668016424,,0.0050222146225821,,,,,,,,,,,,,,,
2024-01-25,25060.75,736.5,-0.4370997485415094,-478.33391708779527,25539.083917087795,,0.0051140065856736,,,,,,,,,,,,,,,
2024-01-29,25568.05078125,748.5,-0.178340314972513,-193.4197679702884,25761.47054922029,,0.0036784007989787,,,,,,,,,,,,,,,
2024-01-30,25508.650390625,755.9000244140625,-0.3574936920298452,-384.4098884264167,25893.060279051417,,0.0034592149673094,,,,,,,,,,,,,,,
2024-01-31,25906.94921875,760.7999877929688,-0.0704953714174981,-75.1029792090194,25982.05219795902,,0.0017688964934754,,,,,,,,,,,,,,,
2024-02-01,25887.0,759.5499877929688,-0.0633761301955088,-66.90150471533343,25953.901504715333,,0.0020168978272761,,,,,,,,,,,,,,,
2024-02-02,28064.30078125,761.1500244140625,1.9611554298572105,2055.5126604728,26008.7881207772,,0.0020434491439587,,,,,,,,,,,,,,,
2024-02-05,28069.5,760.9000244140625,1.9615634783102456,2042.81298481283,26026.68701518717,,0.0098765681493713,,,,,,,,,,,,,,,
2024-02-06,28319.0,797.4000244140625,1.5357545542698543,1580.989392100717,26738.010607899283,,0.0054960846329983,,,,,,,,,,,,,,,
2024-02-07,28727.400390625,791.5999755859375,2.0155812288710377,2070.706333875401,26656.6940567496,1.0,0.0099712684837217,,,,,,,,,,,,,,,
2024-02-08,28258.30078125,802.0499877929688,1.3543952061402873,1384.48249396959,26873.81828728041,,0.0092150398476986,,,,,,,,,,,,,,,
2024-02-09,28083.69921875,805.0499877929688,1.1201726029104686,1139.4699226036282,26944.22929614637,,0.0055063981615346,,,,,,,,,,,,,,,
2024-02-12,28477.80078125,856.6500244140625,0.5419744960434537,546.1535950126345,27931.64718623737,,0.0052371184524935,,,,,,,,,,,,,,,
2024-02-13,28884.900390625,857.7999877929688,0.9176566071320892,919.8964306078416,27965.00396001716,,0.0111473829490734,,,,,,,,,,,,,,,
2024-02-14,29367.55078125,867.7999877929688,1.192625764093085,1192.427922105806,28175.122859144198,,0.0100960248708858,,,,,,,,,,,,,,,
