Dates,COFORGE.NS Y,FSL.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of FSL.NS X,Effective Margin of COFORGE.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of COFORGE.NS X,Effective Investment of COFORGE.NS Y,Multiplier X,Multiplier Y
2023-07-04,4708.60009765625,129.3000030517578,1.335384635217389,463.25020801744085,4245.349889638809,,0.0052959933917214,,,,,,,,,,,,,,,
2023-07-05,4725.4501953125,130.6999969482422,1.3202972347426498,455.5227296972098,4269.92746561529,,0.007650285994488,,,,,,,,,,,,,,,
2023-07-06,4745.2998046875,128.9499969482422,1.4571746181298582,500.9959456120205,4244.30385907548,,0.0048673357961986,,,,,,,,,,,,,,,
2023-07-07,4691.64990234375,127.3499984741211,1.3769363953806293,470.70059951973417,4220.949302824016,,0.0039810069114728,,,,,,,,,,,,,,,
2023-07-10,4611.2998046875,127.25,1.1483007846265427,389.9593274792669,4221.340477208233,,0.0022661584084362,,,,,,,,,,,,,,,
2023-07-11,4696.9501953125,126.0,1.4635731431801715,493.565543305278,4203.384652007222,,0.0061677009674385,,,,,,,,,,,,,,,
2023-07-12,4649.7998046875,126.3000030517578,1.3093505483372665,439.6634012897503,4210.13640339775,,0.0035848197883931,,,,,,,,,,,,,,,
2023-07-13,4755.5,127.3000030517578,1.5770268689416962,526.9091411926529,4228.590858807347,,0.000303279749104,,,,,,,,,,,,,,,
2023-07-14,4925.7998046875,132.8000030517578,1.8316016444501275,603.5241571187362,4322.275647568764,,0.0003404462883046,,,,,,,,,,,,,,,
2023-07-17,4958.14990234375,138.6999969482422,1.6423836501092093,533.3126857914949,4424.837216552255,,0.0006457010942003,,,,,,,,,,,,,,,
2023-07-18,4965.85009765625,138.0500030517578,1.7059311048536088,547.815164288606,4418.034933367644,,0.0003898618753181,,,,,,,,,,,,,,,
2023-07-19,4875.9501953125,137.89999389648438,1.4403786910191434,456.3295618089587,4419.620633503541,,0.0004354931177704,,,,,,,,,,,,,,,
2023-07-20,4819.4501953125,136.8000030517578,1.326094310201185,415.0765445211973,4404.373650791303,,0.0006773935144783,,,,,,,,,,,,,,,
2023-07-21,4640.2998046875,139.10000610351562,0.6228124160318965,192.7758332199419,4447.523971467558,,0.0003319800648947,,,,,,,,,,,,,,,
2023-07-24,4725.7001953125,138.4499969482422,0.9347638156962952,286.1390326872861,4439.561162625214,,0.0010080734851649,,,,,,,,,,,,,,,
