Dates,HEROMOTOCO.NS Y,ASHOKLEY.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of ASHOKLEY.NS X,Effective Margin of HEROMOTOCO.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of HEROMOTOCO.NS X,Effective Investment of HEROMOTOCO.NS Y,Multiplier X,Multiplier Y
2023-01-11,2693.75,149.4499969482422,-0.2688773844012469,-70.85280142494094,2764.602801424941,,,,,,,,,,,,,,,,
2023-01-12,2694.25,146.8000030517578,-0.2674491590393811,-70.26974271578365,2764.519742715784,,,,,,,,,,,,,,,,
2023-01-13,2728.449951171875,147.0500030517578,-0.1374522367788368,-35.981375235730866,2764.431326407606,,,,,,,,,,,,,,,,
2023-01-16,2758.60009765625,146.75,-0.0223454155059449,-5.833167514478191,2764.433265170728,,,,,,,,,,,,,,,,
2023-01-17,2766.85009765625,146.85000610351562,0.0078250321709911,2.0377963191072013,2764.812301337143,,,,,,,,,,,,,,,,
2023-01-18,2769.949951171875,147.39999389648438,0.0188620007104621,4.895306037775299,2765.0546451341,,,,,,,,,,,,,,,,
2023-01-19,2769.550048828125,145.9499969482422,0.0192432441841754,4.975415620639978,2764.574633207485,,,,,,,,,,,,,,,,
2023-01-20,2746.449951171875,144.0500030517578,-0.0674196177189401,-17.372777328384018,2763.822728500259,,,,,,,,,,,,,,,,
2023-01-23,2774.60009765625,147.35000610351562,0.0381020064633683,9.756199009591,2764.843898646659,,,,,,,,,,,,,,,,
2023-01-24,2771.89990234375,147.0500030517578,0.0268897269947003,6.82984444738031,2765.0700578963697,,,,,,,,,,,,,,,,
2023-01-25,2785.0,146.35000610351562,0.0785373710112382,19.833064560672938,2765.166935439327,,,,,,,,,,,,,,,,
2023-01-27,2736.14990234375,149.35000610351562,-0.127765685214051,-32.0284389387989,2768.178341282549,,,,,,,,,,,,,,,,
2023-01-30,2702.300048828125,144.3000030517578,-0.2478148158325358,-61.90322810248972,2764.2032769306147,,,,,,,,,,,,,,,,
2023-01-31,2763.25,149.5,-0.0237884939969842,-5.903067158551494,2769.1530671585515,,,,,,,,,,,,,,,,
2023-02-01,2727.25,147.6999969482422,-0.1573903704058926,-38.88078674437338,2766.1307867443734,,,,,,,,,,,,,,,,
2023-02-02,2660.949951171875,152.0500030517578,-0.4386860907892851,-107.59513330874188,2768.545084480617,,,,,,,,,,,,,,,,
2023-02-03,2654.25,153.89999389648438,-0.4669106190298211,-113.5855475759181,2767.835547575918,,,,,,,,,,,,,,,,
2023-02-06,2695.0,152.85000610351562,-0.2911392806027118,-70.285553496391,2765.285553496391,,,,,,,,,,,,,,,,
2023-02-07,2652.60009765625,149.4499969482422,-0.4476240518955315,-107.11342248951132,2759.7135201457613,,,,,,,,,,,,,,,,
2023-02-08,2614.64990234375,148.5,-0.5986092211000513,-141.87967367938336,2756.5295760231334,,,,,,,,,,,,,,,,
2023-02-09,2559.199951171875,148.85000610351562,-0.8320428738322756,-195.07973111059027,2754.2796822824653,,,,,,,,,,,,,,,,
2023-02-10,2583.300048828125,147.35000610351562,-0.7212299039812139,-167.23477236723556,2750.534821195361,,,,,,,,,,,,,,,,
2023-02-13,2561.550048828125,149.14999389648438,-0.8228812527059544,-188.68420169264616,2750.234250520771,,,,,,,,,,,,,,,,
2023-02-14,2542.5,149.25,-0.9060274855311928,-205.77941686836584,2748.279416868366,,,,,,,,,,,,,,,,
2023-02-15,2572.0,149.9499969482422,-0.7789450123886659,-175.15005321980243,2747.1500532198024,,,,,,,,,,,,,,,,
2023-02-16,2556.699951171875,150.9499969482422,-0.8515594448218322,-188.79363841219083,2745.493589584066,,,,,,,,,,,,,,,,
2023-02-17,2535.550048828125,148.89999389648438,-0.9418280551867144,-206.3457227573981,2741.895771585523,,,,,,,,,,,,,,,,
2023-02-20,2527.449951171875,148.5500030517578,-0.980453503670979,-213.0009697188657,2740.4509208907407,,,,,,,,,,,,,,,,
2023-02-21,2520.550048828125,147.75,-1.013589423515817,-218.1593366873294,2738.7093855154544,,,,,,,,,,,,,,,,
2023-02-22,2499.449951171875,143.39999389648438,-1.0959002237677824,-233.85357486760404,2733.303526039479,,,,,,,,,,,,,,,,
2023-02-23,2495.5,140.60000610351562,-1.1057570241608077,-233.53992895504643,2729.0399289550464,,,,,,,,,,,,,,,,
2023-02-24,2485.64990234375,141.3000030517578,-1.1585480329532414,-242.15611614791123,2727.806018491661,,,,,,,,,,,,,,,,
2023-02-27,2437.550048828125,141.25,-1.3865565685761692,-288.6380881975115,2726.1881370256365,,,,,,,,,,,,,,,,
2023-02-28,2419.10009765625,145.5,-1.496992944162797,-309.24601344625216,2728.346111102502,,,,,,,,,,,,,,,,
2023-03-01,2431.10009765625,143.9499969482422,-1.4369802734922563,-293.4203614449684,2724.5204591012184,,,,,,,,,,,,,,,,
2023-03-02,2463.35009765625,145.14999389648438,-1.288368416704995,-260.22613938720724,2723.576237043457,,,,,,,,,,,,,,,,
2023-03-03,2461.550048828125,145.0500030517578,-1.3008638912597354,-259.9002921784686,2721.4503410065936,,,,,,,,,,,,,,,,
2023-03-06,2479.699951171875,146.0,-1.2226208708691204,-241.02460279117668,2720.724553963052,,,,,,,,,,,,,,,,
2023-03-08,2478.050048828125,145.9499969482422,-1.2397474311535983,-241.0499923063503,2719.1000411344758,,,,,,,,,,,,,,,,
2023-03-09,2443.800048828125,144.85000610351562,-1.42129120006163,-272.72407073236127,2716.5241195604863,,,,,,,,,,,,,,,,
2023-03-10,2440.300048828125,145.39999389648438,-1.4530054277922722,-275.3231995210731,2715.623248349198,,,,,,,,,,,,,,,,
2023-03-13,2387.050048828125,140.89999389648438,-1.7148561544381191,-322.01264463249663,2709.0626934606216,,,,,,,,,,,,,,,,
2023-03-14,2373.449951171875,138.6999969482422,-1.7764779400625876,-331.47036695317047,2704.920318125045,,,,,,,,,,,,,,,,
2023-03-15,2379.449951171875,138.10000610351562,-1.7429182472059184,-323.1301199956579,2702.580071167533,,,,,,,,,,,,,,,,
